name frequency mean_age
maria herminia 1143 57.1
marianela 1140 42.2
fatma 1138 46.9
maria izaskun 1137 53.4
stephanie 1136 29
maria desiree 1128 34.5
nadine 1128 22.7
nathalie 1127 33.5
casandra 1125 22.1
kawtar 1123 9.2
regla 1122 59.8
nour 1121 6.3
ares 1117 11.6
maria señor 1116 56.1
oumaima 1116 13.4
angeles maria 1112 44.1
anisoara 1110 41.2
maria fuencisla 1108 58.2
hipolita 1106 72.4
elene 1104 10.2
mariem 1103 23.8
manar 1098 7.8
maria assumpcio 1098 59.2
elida 1095 62.5
fulgencia 1095 69.6
maria estibaliz 1092 45.6
maria juncal 1091 52.9
ania 1090 14.5
clara eugenia 1086 43.6
laura isabel 1085 30
giulia 1083 17.5
pepita 1081 70.5
yadira 1081 18.8
auxiliadora 1080 47
lilian 1080 36.1
nieves maria 1080 43.9
fatima maria 1079 31.4
maria elizabeth 1078 39
isabela 1076 14.3
martha lucia 1075 47.6
wiam 1073 6.9
georgiana 1072 27
helen 1071 35.6
safae 1069 11.9
stella 1069 30.1
agurtzane 1068 42.6
magali 1064 27.1
ariadne 1060 6.6
maria aguila 1059 49.7
coloma 1058 59.3
praxedes 1058 69.1
miren karmele 1055 52.2
doris 1054 49.9
ahlam 1053 16.2
joaquima 1051 73
maria estefania 1051 34.6
gabina 1049 71.2
yumara 1049 11
laudelina 1046 71.3
ludivina 1046 68.1
milagro 1046 64.6
dalila 1045 31.9
estrella maria 1045 35.9
cristina isabel 1044 33.2
juncal 1044 27.6
maria adelina 1044 55.6
cinthia 1043 20.4
higinia 1042 71.8
jessica maria 1041 26.8
edita 1039 57.2
dulce nombre 1034 56.6
virginia maria 1028 35.6
montse 1026 45.2
vanesa maria 1026 32.2
ana sofia 1025 26.5
nuria esther 1023 39.1
yvonne 1022 44.9
saliha 1020 34.9
janira 1018 16.1
carmen isabel 1017 46.3
melody 1017 18.4
maria nelida 1015 56.9
maria regina 1015 55.1
evelin 1013 24.8
escolastica 1011 71.4
yesenia 1011 21.7
fatou 1009 29.4
naziha 1009 39.5
maria berta 1004 58.2
felicisima 1002 73.1
lyubov 1000 49.9
mariama 1000 23
arminda 996 49.4
maria aurelia 996 56
mayte 995 27.1
providencia 994 66.7
quiteria 994 66.4
inna 991 37.6
helga 985 48.4
laurentina 983 73.1
paquita 982 66
lea 975 16.7
nazareth 975 19.9
transito 974 67.6
vicenta maria 974 54.3
lara maria 973 26.9
oxana 973 37.1
alice 972 30.5
josefa antonia 972 63.2
lena 972 14.8
emily 971 12
alla 970 43.4
aminata 968 22
fanny 968 41.5
alexandra maria 966 21.6
honorina 964 72.4
mabel 964 34.9
maria antonieta 964 53
talia 964 19.1
aura 963 21.9
maria benita 961 59.1
carmen elena 960 42
johana 960 20.5
diana marcela 959 28.5
dolores carmen 958 55.1
guiomar 958 27.5
llanos 958 55.7
brigitte 957 52
clarisa 957 61.4
mimount 957 52.9
victoria maria 957 33.7
gloria esther 954 45.5
ainhize 952 10.7
emilia maria 952 45.3
luz adriana 952 37.3
maura 950 58.6
viktoriya 950 31.4
jaqueline 948 30
veronica maria 948 32.9
agapita 946 75.1
juana teresa 946 57.5
ainhara 945 7.8
ana gloria 945 45.4
maria delfina 940 59.4
vanessa maria 938 32.4
ana julia 937 42.3
carmen luisa 937 50.4
cathaysa 936 22.9
maria isolina 936 61.5
loida 933 30.7
nahikari 932 17.4
omaima 932 9.9
rkia 932 45.8
lucia carmen 931 29.9
melany 930 12.7
aida maria 929 33.4
ana jose 928 42.7
galyna 928 48
concha 927 60.2
teresita 926 59.1
ana elena 925 38.2
camino 924 32.8
valentyna 924 51.3
rosalba 923 50
maria rafaela 919 55.5
maria regla 918 49.4
estela maria 917 30
hermenegilda 916 70.6
miren itziar 915 51.8
karmele 914 47.8
diana patricia 912 36.4
mounia 912 29.5
nawal 911 23.2
adelia 910 64.8
ana margarita 909 45.9
floarea 908 50.5
caroline 907 33.1
leoncia 907 72.9
chantal 906 32.1
ecaterina 903 43.9
niculina 901 47.3
ane miren 900 39.8
humildad 900 69.4
elisabeta 896 44.6
karin 896 54
noor 895 8.3
rosa elvira 894 50.1
urbana 894 71.9
zenaida 894 40.3
carmen belen 892 34.7
libe 892 18.4
shaila 891 15.9
rim 890 7.5
sophie 889 20.4
consol 888 64.3
carola 887 30.5
jenny 887 35.8
isabel carmen 886 46.2
rocio carmen 885 29.9
telma 884 11.9
sana 883 22.8
ixone 882 18.8
maria noemi 882 41.1
nezha 882 36.2
olga lucia 882 43.6
belen maria 879 29.8
romana 879 67.8
maria peña 877 50.9
aroha 876 14.1
ildefonsa 874 69.2
loredana 874 31.4
veronika 874 27.9
severiana 871 72.1
wendy 871 33.3
yamna 869 46.5
maria filomena 868 58
maria lidon 868 48.8
ziortza 865 28.3
zoila 865 55
setefilla 860 51.2
aleksandra 859 24.7
josefa carmen 859 58.6
saloua 856 28
juana ana 852 65
clementa 851 69
elva 851 48.2
guillerma 851 69.1
mercedes maria 851 43.9
magda 850 48.1
inas 849 5.3
concepcion maria 848 50.1
genara 848 71.3
indara 848 7.5
jezabel 848 28.8
kateryna 846 34.3
maria ofelia 846 58.8
rebecca 846 23.5
maria assumpta 844 55.7
conchita 842 64.8
rosina 842 65.3
elena isabel 841 37.1
julene 841 18
atika 840 34.6
maren 840 8.6
soumaya 840 26.1
aixa 839 19.5
zakia 839 31.9
anselma 833 71.8
venancia 833 73.2
hasnae 832 25.7
rocio pilar 832 36.3
juana isabel 830 50
carmen lucia 829 33
antonella 828 20.3
duna 828 9.8
roberta 827 39.4
teodosia 827 73.1
cora 826 18.5
safia 825 36
noah 824 6.5
yamila 824 27.3
ana cecilia 821 40.9
maria gregoria 821 59.5
melina 820 23.8
ivonne 819 32.6
constancia 818 71.7
sheila maria 818 22.1
atenea 814 11.7
lluna 813 9.6
rosa pilar 813 51.9
braulia 808 71
carol 808 36.1
dulce 808 48.2
zara 808 19.6
elodia 806 64.8
eleonora 805 36.8
lisa 805 25.5
danae 804 16.5
alia 803 26.4
maria resurreccion 801 61
safaa 799 10.3
francina 795 35.3
secundina 795 73.9
stela 795 38.9
altagracia 794 48.8
chaymae 794 13.3
nidia 794 32.9
yaiza maria 794 25
natacha 792 25.5
udane 792 8.8
juana dolores 790 56.7
mimouna 790 45.7
natasha 789 17
haridian 788 18.6
zainab 788 14.7
ana gabriela 787 25.9
gadea 787 9.5
luana 787 15.3
leticia maria 786 31.2
sophia 786 10.8
yanet 786 30.3
anahi 785 17.9
gloria patricia 785 43.1
maria candida 784 58.4
naila 784 14
dacil 783 29
fatima ezzahra 782 18.5
arsenia 781 71.3
ashley 781 7.3
asia 781 19.4
luz elena 780 46
marie 779 44.1
anamaria 778 28
efigenia 778 68.9
yenifer 778 23.5
aurica 777 47.9
chaimaa 777 13
emma maria 776 34.7
ana francisca 774 48.2
melchora 774 69.6
maria otilia 772 61.9
alaia 770 8.7
eustaquia 770 73.1
dulce nombre maria 769 45.1
maria daniela 768 29.8
igone 766 36.1
lina marcela 765 27
maria avelina 765 59.2
valerie 765 46.5
maria graciela 764 47
carolina maria 763 32.3
hadda 763 45.7
khaddouj 760 51.2
maria evangelina 760 59.6
luz dary 758 49.1
larraitz 756 28.1
ximena 756 21.3
flor 755 50.1
mioara 754 41.8
ouafae 754 29.4
vilma 754 42.2
maria sacramento 752 57.6
francisca isabel 751 50.6
aiora 750 13.4
luz stella 750 48
maria iluminada 749 54.2
maria elia 748 53.6
alba lucia 747 34.7
maira 746 26.6
eunice 745 34.9
mayra alejandra 745 25.2
nada 745 13.8
sofia maria 745 20.5
tamar 745 29.9
monica patricia 744 40.3
mouna 743 27.9
federica 742 41.5
eufrasia 741 70.9
irache 741 25.2
miguelina 741 52.6
joy 740 34.9
maria concepcio 740 61.5
maria valentina 739 38.3
najia 739 38.8
bahija 738 36.4
chaima 738 10.6
germana 738 73.1
hanae 737 17.3
beatriz elena 736 42.4
leonor maria 736 42.9
alba rocio 735 20.8
maria tiscar 734 51
rosa blanca 734 53.1
maria felix 733 49.7
myrian 733 33.4
maria gador 731 50.4
simone 731 40.7
imelda 730 56.9
carmen rosario 728 48.9
galla 728 9.2
rosario carmen 728 49.5
julie 725 39.9
leonisa 725 74.7
agnieszka 724 35.4
mariana jesus 724 50.2
liubov 723 48.4
evelina 722 34.9
marcia 722 40
ann 721 64.1
maria itziar 718 52.1
douaa 716 6.6
maria claudia 716 41.3
yanire 716 15.8
kira 714 13.3
shirley 713 43.3
delia maria 712 37.4
laida 711 16.9
barbara maria 710 36.2
vivian 710 35.2
ahinoa 709 14.4
ana rosario 709 44.7
faiza 708 29.2
norah 708 13.6
ana alicia 707 32.6
berta maria 707 43.5
maria encina 705 49.9
maria gertrudis 705 54.6
milouda 705 41.8
assumpcio 703 65.1
kenia 703 22.5
nassira 703 30.9
constanta 700 48.1
gloria ines 700 49.9
jade 700 9.5
fiona 699 17.4
mariia 699 34.4
madalina 698 26.7
maria divina 698 62.9
nihad 694 11.7
zoulikha 694 42.7
belarmina 693 74.1
larysa 692 47.8
maria genoveva 692 53.9
isis 691 19
jasmina 690 23.9
tetiana 690 37.6
anne marie 688 55.6
maroua 688 8.7
selma 687 19.6
aiala 686 10.2
manuela maria 686 50
anca 684 32.5
ione 682 23.6
ana raquel 681 36.7
christina 681 38.6
rajae 680 27.2
ilenia 677 17
maria teresa jesus 676 58.7
hermosinda 675 71.6
saladina 674 68.8
juana josefa 673 60.8
maria obdulia 673 59.3
maryna 672 34.9
maria america 671 63.8
elena cristina 667 31.8
gloria isabel 667 45.8
iara 667 10.7
liliya 667 39.1
maria rosalia 667 57.6
ana luz 666 42.3
baltasara 664 72.4
geraldine 664 28.4
wissal 663 8.6
francisca rosa 662 54
radia 662 38.4
virgilia 662 71.8
majda 661 25
anuncia 660 73.3
aniceta 659 71.6
desideria 659 68.4
teresa carmen 659 50.4
maria digna 657 62.2
orosia 657 72
omaira 656 31.7
cirila 655 72
douae 654 6.8
maria celina 654 58.2
vinyet 654 12
anissa 653 32.7
elvira maria 653 42.7
maria monte 653 46.8
dania 652 20.7
maria cortes 652 40.8
zuleima 652 16.2
josefa dolores 651 58.5
daniela maria 650 19.1
ivanka 650 43.7
maria rebeca 650 36.8
ying 650 31.1
jing 649 29.3
nadezda 649 45.9
serena 648 24.7
albertina 647 63
herminda 647 70.9
sabine 647 46.5
ventura 647 68.5
maria bella 646 49.5
maria fabiola 646 46.7
giselle 645 16.3
laura cristina 645 29.7
maria huertas 645 52.5
iraida 644 27
iranzu 644 22.3
nisrine 644 17.9
rebeca maria 644 25.4
maria pia 643 43.5
nataliia 643 36.1
analia 642 25.4
emerenciana 642 72.1
nisrin 642 10.5
nayeli 640 7.4
india 639 4.8
vania 639 20.4
rosanna 638 37.7
amy 635 16
stella maris 635 51.2
ana marta 634 41.2
oleksandra 634 37.6
yana 634 25.9
jean 633 67.8
katarzyna 633 33.6
manoli 632 53.2
marianne 632 53.1
natalya 631 40.8
agueda maria 630 38.2
maria cruces 629 49
ana milena 628 38.8
perfecta 628 73.5
anastasiya 626 22.4
betty 626 49.4
maria idoya 626 47.6
maria josep 626 48.9
paloma maria 626 34.2
paula cristina 626 33
sharon 625 30.3
miren itxaso 624 41
katerina 623 24.9
maria micaela 623 49.6
rosenda 622 67.8
badia 620 37.7
marieta 620 30.6
maria tamara 619 33.1
maria altagracia 618 44.9
sulamita 616 15
zoubida 615 43.2
alena 614 31.2
elaine 614 44.1
lide 614 18.5
petra maria 614 54.3
alison 613 22.9
nela 613 33.1
amalia maria 612 39.2
arianne 612 15
maria tomasa 612 61.9
shakira 612 11.2
ana celia 611 43.4
llucia 611 30.8
rosmery 611 36.8
ivanna 610 27.1
mirari 610 29.9
perpetua 610 74.3
cristina elena 609 32.4
hawa 609 19.2
sherezade 609 19.1
capilla 608 63
hannah 608 14.2
karolina 607 21.3
yan 607 31.6
elixabete 606 37.9
iolanda 606 39.3
alessia 605 18.3
baldomera 605 72.8
helene 605 33.3
josefa isabel 605 56
malgorzata 605 41
carmen julia 604 46.3
inocenta 604 72.4
maria conceiçao 604 52.4
agatha 603 13.4
ana bella 603 42
avril 603 8.7
nahiara 603 9
ovidia 603 70.5
izar 602 10.2
natalie 602 25
tanya 602 29.4
carmen victoria 601 42.6
maria ruth 601 42.7
naiala 600 5.9
juana francisca 599 57.9
sandra elizabeth 599 40.8
izarbe 598 8.4
quintina 598 67.2
maria lina 597 53.7
kelly 596 23.4
lamia 596 22.7
fidelina 595 63.5
margareta 595 49.1
omayma 594 9.5
francisca paula 593 59.1
josefa pilar 592 59.7
sandra isabel 590 35.5
cecilia maria 589 37.8
ganna 589 43.7
pauline 589 57.6
iulia 587 32
lucica 587 43.9
ahinara 586 8.3
mahjouba 586 45.4
argelia 585 68.3
mary luz 585 43.1
aneta 584 40.9
ionica 584 40.1
maria angelina 584 57.9
leonila 582 72.3
polina 582 22.2
rosa nieves 582 51.6
keila 581 18
nicasia 581 73.4
ilona 580 34.8
miren agurtzane 580 51.1
najoua 580 24.9
ayla 579 9.9
maria jacinta 579 56.3
raisa 579 36.5
charlotte 578 27.3
marion 577 50.4
sefora 577 19.3
silveria 575 65.5
conxita 574 66.1
nathalia 574 18.2
nira 573 12.3
rosalinda 571 45.3
araitz 570 14.3
doha 570 7.7
maria agueda 570 53.5
martirio 570 66.9
yazmina 570 27
maureen 568 63
goretti 567 29.3
mariña 567 14
awa 566 23.7
carol ann 566 63.5
isona 566 5.1
leontina 566 66
margot 566 37.7
eugenia maria 565 42.7
mauricia 565 70.9
susanne 565 48.3
ana eva 562 40.1
assumpta 562 53.8
fatima zahrae 562 19.3
denisa 561 19.4
empar 561 41.7
kimberly 561 14.4
lili 561 33.6
maria aida 561 55.8
esperanza maria 560 38.7
yohana 560 23.2
adina 559 32.4
eliane 559 39.9
laura carmen 559 28
souhaila 558 18.3
beatrice 557 34.4
marleny 557 45.8
aissatou 556 25.6
andrea carolina 556 23.6
lurdes 556 45.6
deva 555 8.3
elda 555 49.1
rabab 554 14.9
begoña maria 552 40.7
inge 552 36.3
jane 552 49.6
jannat 552 3.4
rosa belen 552 38.2
edna 551 32.1
maria celestina 551 55
crisanta 550 67.7
maria lurdes 550 51.5
patricia ann 550 67.6
cristina carmen 548 31
janeth 548 36.7
nelia 548 38.9
valerica 548 45.1
jazmin 547 19.7
marilyn 547 44.6
norberta 547 69.5
rabha 547 42.5
isabel dolores 546 50.1
josephine 546 49.2
maria angel 546 48.9
amagoia 545 34.9
maria felipa 545 58.6
elena carmen 544 36
lierni 544 24.6
fina 542 52.9
maria cleofe 542 64.3
maria liliana 542 41
matea 542 72.5
antonia isabel 541 50.3
itahisa 541 21.3
ambrosia 540 71.8
eva cristina 540 36.6
lacramioara 539 37.1
maria isidora 538 56.3
rhimou 538 49.6
ana antonia 537 54.7
tamara maria 537 28.4
yosra 537 10.6
ludmila 536 38.5
rosario pilar 536 51.5
eva isabel 535 38.2
maika 535 17.4
amelia maria 534 43
fadila 534 43
granada 534 55.3
maria carlota 534 46.5
marilena 534 40.6
devora 533 28.3
deseada 532 34.7
miren arantzazu 532 52
maria amada 531 59.6
maria justa 531 60.4
montemayor 531 52.3
patricia isabel 531 33.5
carlota maria 530 25.4
cristina victoria 529 38
aline 528 29.4
antonia jesus 528 48.1
miren garbiñe 528 54.1
mariluz 527 43
alcira 526 59.6
petronela 526 33.8
aina maria 525 28.8
mbarka 525 45.3
jemaa 524 44.6
eva gloria 522 35.4
marina carmen 522 35.7
porfiria 522 70.5
riansares 521 55.3
sakina 521 33.4
maria aurea 520 62
miren begoña 520 51.1
silvia patricia 520 32.3
maria celsa 519 64.1
melinda 519 22.6
erika maria 518 24.8
libia 518 53.3
maria pastora 518 56.1
irena 517 40.2
liana 517 33.8
kenza 516 29.7
juana carmen 514 56.8
preciosa 513 72.6
inga 512 35.9
rosa amelia 512 51.6
wilma 512 43
khaoula 511 16.4
zayra 511 10.4
ana elisa 510 39.6
gabriella 510 27.6
maricica 510 43.2
veneranda 510 72.3
sixta 509 69.2
maria olivia 508 47.8
ayelen 507 10.5
nara 507 10.5
coronada 506 53.9
deyanira 506 29.2
haydee 506 37.2
israa 506 4.1
paraschiva 506 49.4
jeanette 505 34.2
salwa 504 15.9
zhor 504 38.2
adara 502 9.7
alae 502 4.8
elia maria 502 37.9
maria alegria 502 54.3
montaña 502 43.8
israe 500 4.1
joan 500 66.6
luz mary 500 49.3
maria clotilde 500 58
maria palmira 500 61.1
rosario fatima 500 50.4
tabita 500 18.8
ana rita 499 38
ibone 499 24.2
tina 499 34.6
josefa luisa 498 63.4
lamiae 498 24.2
nazha 498 34.2
sinforosa 498 70.5
carmen jesus 497 48.5
lavinia 497 27.8
rachel 497 30.4
heidi 496 38.9
imma 496 39.8
javiera 496 66.7
marianna 496 33.5
oumayma 496 11.8
zulima 496 48.1
ana lourdes 495 40.9
demelsa 494 32
gheorghita 494 46.5
magaly 494 42.1
esperança 492 52.6
maria lorenza 491 58.5
desislava 490 28.9
maria jessica 490 32
maricela 490 39.9
eudosia 489 73.6
ouarda 489 29.2
elaia 488 6.7
gabriele 488 50.5
li 488 34.5
marta pilar 488 33.7
ilda 487 57.8
maria elisabeth 487 42.7
marlen 487 32.5
marta beatriz 487 45.1
nadya 487 27.4
pepa 487 28.6
gador 486 50.3
iliana 486 33.8
maria belinda 486 43.7
rihab 486 7.1
youssra 486 14.7
jackeline 485 31.9
lucy 485 39.5
maravilla 485 55.3
trinitat 485 69.2
helena maria 484 33.4
lucia isabel 484 31.6
maria teodora 484 52.5
patricia carmen 484 34
carmen laura 483 31.6
liria 483 52
isabel rosa 482 54.5
gabriela maria 481 26.9
muriel 481 27.9
renate 481 65.4
francisca dolores 480 54.1
maria elisabet 480 37.6
susana beatriz 480 49.4
leyla 479 19.2
tamimount 479 46
abilia 478 74.9
nayade 478 15.4
safa 478 8.1
claudia andrea 477 34
fausta 477 72
isabelle 477 42.6
tatyana 477 39.9
julia isabel 476 42.5
maruja 476 62.5
rubi 476 12.5
blanca isabel 475 41.2
bertha 474 44.7
carmen mercedes 474 50.2
cira 474 40.1
isabel pilar 474 47.1
carmen alicia 473 45.2
amable 472 72.3
emanuela 472 29.9
hana 472 22
janina 472 36.3
maria diana 472 37.1
katya 471 33.2
wafae 471 21.6
oriana 470 13.9
maria palma 469 45.1
pasion 469 62.2
ianire 468 25.5
margarita rosa 468 53.6
maria aparecida 468 47.3
melodia 468 23.5
marina isabel 467 40.3
pilar carmen 467 52.3
dara 466 17.5
fadwa 466 17.3
janna 466 11
mirta 466 43.7
nicanora 466 72.4
paule 466 9.1
sacramentos 466 62
nouhaila 465 12.1
antonia rosa 464 55.5
monique 464 54.9
nur 463 9.2
antonia pilar 462 52.8
martha isabel 462 41.7
maria arrate 461 56.9
elidia 460 65.9
iona 460 12.7
melodi 459 20.4
mila 459 20.9
telesfora 459 73.1
aguas santas 458 43.8
carmen beatriz 458 39.4
emelina 458 64.6
ligia 458 45.2
maria libertad 458 45.8
magnolia 457 45.4
athenea 456 9
celine 456 26.5
clara ines 456 43.9
daniela alejandra 456 19.3
maria felicitas 456 61.5
maria idoia 456 47.6
maria nerea 456 32.9
maria val 456 48
icia 455 8.6
maria dulce 455 54.6
maria villar 455 60.5
xinyi 455 9.5
jasone 454 33.4
maria flores 454 53.8
orfelina 454 71.7
ana silvia 453 42.7
danielle 453 38.2
elna 452 5.8
maria paulina 452 50.6
silviya 452 35.5
alina maria 451 29.8
aleida 450 37.9
sadia 450 35.5
sigrid 450 36.8
jare 449 3.7
maricel 449 39.8
aran 448 6.3
maria luna 448 34.6
viktoria 448 24.7
francisca antonia 447 56.7
francisca carmen 447 56
maria deseada 447 38.3
zaloa 447 26.6
cinthya 446 16.9
lucretia 446 46.9
meriam 446 17.4
anabella 445 40.1
paola maria 445 23.8
michele 444 44.1
rosa margarita 444 51.1
rosa marina 444 47.9
carmen cristina 442 39.2
ghita 442 30.7
laura patricia 442 30.7
tasnim 442 5.2
estela carmen 441 13.2
liliana maria 441 39.8
maria nelly 440 53.6
michaela 440 36
rosa esther 440 48.3
rosa mercedes 440 49.5
genma 439 35.1
ermelinda 438 59.1
maria martina 438 56.4
sandra liliana 438 38.6
yamile 438 30.9
geronima 437 68.6
aynara 436 7.6
faouzia 436 38.3
maria bernarda 436 57.8
norma beatriz 436 47.9
vira 436 49.7
blessing 435 28.7
maria granada 435 49.1
maria salvadora 435 54.3
gloria carmen 434 50.4
maria lara 434 36.6
rakel 434 35.1
romualda 434 68.2
rosemary 434 48.3
tanit 434 15.2
zhanna 434 40.5
ana gema 433 35.7
ani 432 25
joyce 432 51.7
kathleen 432 60.9
maximiliana 432 72.2
teresa pilar 432 52.2
elizaveta 431 19.4
ana marina 430 36.6
laura elena 430 32.8
margarita isabel 430 50
maria florinda 430 61.7
amparo maria 429 43.8
francisca pilar 429 54.3
lucinia 429 74
antonia carmen 428 56.5
catarina 428 31.3
gloria amparo 428 49
maria immaculada 428 49.9
robledo 428 62.4
ana ines 427 38.9
ana maria carmen 427 60.8
hanaa 427 16
tarsila 427 67.6
audrey 426 39.2
uma 425 7.2
argimira 424 73.8
louiza 424 47.4
monica beatriz 424 43.8
luz mery 423 47.6
mery 423 41.8
nayla 423 8.7
rajaa 423 28.7
yovana 423 30.5
angie 422 12.8
claudia marcela 422 36.6
oana 422 28.4
widad 422 17
ciriaca 421 76.9
monica alexandra 421 34.8
teresa isabel 421 47.8
claire 420 35
maria cielo 420 42.5
mary carmen 420 46.5
daira 419 8.8
flora maria 419 49.6
gloria elena 419 47.9
maria olimpia 419 57.1
yomara 419 14.1
esther lidia 418 43.6
laura beatriz 418 36.4
lila 418 22.4
eileen 417 45.6
xana 417 13.6
jennifer maria 416 23.6
maria gladys 416 50.7
andreia 415 30.2
maria lucila 415 54.1
monica isabel 415 38.4
ewa 414 41.6
katrin 414 32.1
noha 414 7.1
pia 414 39.5
romaisa 414 6.1
ana begoña 413 44.6
ana concepcion 413 49
jasmin 413 20.3
maria candela 413 46.5
maria sampedro 413 63.2
marta cristina 413 36.9
teresita jesus 413 54.3
christiane 412 57.2
neli 412 43
sergia 412 70.5
stefanie 412 34
altea 411 14.4
laura pilar 411 30.3
luz amparo 411 49.2
nilda 411 48.8
asuncion maria 410 45.1
elma 410 33.8
gisele 410 29
letizia 410 15.6
manolita 410 67.4
nino 410 34.9
rosario isabel 409 46.5
elina 408 36
maria judith 408 40.7
claudia lorena 407 34.4
ezequiela 407 73.8
maria brigida 407 56.3
ester maria 406 34.2
grace 406 31.4
karine 406 39.9
lazara 406 64.8
maria remei 405 57.1
nadezhda 405 40.1
rocio maria 405 28.2
andrea carmen 404 22.9
eire 404 6.6
llara 404 8.7
ana esmeralda 403 46.5
cristina pilar 403 33.2
lur 402 8.9
maria maravillas 402 54
marta lucia 402 37.3
petruta 402 38.4
rosa luz 402 50.5
solange 402 41.1
eva belen 401 36.8
fayna 401 26
françoise 400 60.6
josefa rosa 400 57.9
nicol 400 11.4
rosangela 400 38.7
wafaa 400 27.9
ana manuela 399 51.5
aureliana 399 69.8
hermitas 399 70.7
kheira 399 43
silvia cristina 399 40.2
amancia 398 73.7
antonia josefa 398 58.8
carmen yolanda 398 45.3
aouatif 397 31
inmaculada maria 397 38.4
jihane 397 18.3
steluta 397 40.8
lledo 396 20
maria balbina 396 60
maria merced 395 50.6
nerea maria 395 17.8
alexandrina 394 45.8
carmen cecilia 394 45.2
najwa 394 13.1
ana karina 393 32.4
consuelo maria 393 47.9
lucita 393 65.2
yordanka 393 42.1
ana clara 392 33.3
ciara 392 13.8
eloisa maria 392 42.6
jennyfer 392 21
josefa teresa 392 61.8
rosa mar 392 42.2
vera lucia 392 41.1
azahara maria 391 24.2
ana lorena 390 31.9
balma 390 13.4
benjamina 390 70.7
dikra 390 11.1
beatriz eugenia 389 42.5
elisabete 389 42.4
maimouna 389 27.2
maria dominga 389 58.7
orencia 389 75.7
macrina 388 64.9
soledad maria 388 41
alsira 387 70.8
elisea 387 63.7
idurre 387 32.9
larissa 387 28.2
maria sales 387 49.8
tatiana maria 387 28.7
berenice 386 32
carmen patricia 386 36.1
danna 386 8.1
maria monserrate 386 56.9
maria villa 386 56.8
narcisa jesus 386 45.1
dolores pilar 385 54.5
goizane 385 20.6
jie 385 30.6
lidiya 385 50.4
nieves rosa 385 51.2
daisy 384 37.3
insaf 384 11.5
intza 384 9.1
maria ramos 384 67.8
anabela 383 39.2
anica 383 52.5
anja 383 38.7
arwa 383 4.3
carmen luz 383 46.5
deolinda 383 65.3
lesya 383 42.2
rosa mary 383 48.1
victoria isabel 383 34.8
aimara 382 14.2
erin 381 7.4
juliet 381 31.5
maria etelvina 381 59.9
saira 381 18.8
maria adriana 380 41.4
maria lucrecia 380 51.9
maria tania 380 34.4
maryem 380 20.8
rocio mar 380 30
tara 380 23.4
alicia carmen 379 41.9
andresa 379 75.2
fructuosa 379 74.2
najima 379 34.3
dominique 378 45.2
gladis 378 42.7
iosune 378 31.8
iuliia 378 29.9
maria inocencia 378 57.9
maria elva 377 55.1
maria eusebia 377 59.1
